Rotation 1,Rotation 2,Pose 1,Pose 2
"[[ 0.99209311 -0.05042576  0.11492822]
 [ 0.04764236  0.9985038   0.02683984]
 [-0.11610968 -0.02115217  0.99301114]]","[[ 0.99644028 -0.06238544 -0.05669935]
 [ 0.0610029   0.99780416 -0.0257975 ]
 [ 0.05818423  0.02224685  0.99805795]]","[[419.99842097   0.         303.92733574   0.        ]
 [  0.         419.99842097 249.47162628   0.        ]
 [  0.           0.           1.           0.        ]]","[[ 419.99842097    0.          303.92733574 -912.53045141]
 [   0.          419.99842097  249.47162628    0.        ]
 [   0.            0.            1.            0.        ]]"
